PG,SG,SF,PF,C,G,F,UTIL,P,R,O,J
James Harden,Collin Sexton,Harrison Barnes,D.J. Wilson,Joel Embiid,Ricky Rubio,Anthony Davis,Onyeka Okongwu,285.97
Dejounte Murray,Collin Sexton,OG Anunoby,D.J. Wilson,Giannis Antetokounmpo,Goran Dragic,Anthony Davis,Ricky Rubio,285.91
Ricky Rubio,D'Angelo Russell,Anthony Edwards,D.J. Wilson,Pascal Siakam,Collin Sexton,Giannis Antetokounmpo,Montrezl Harrell,285.91
Luka Doncic,Will Barton,Garrison Mathews,D.J. Wilson,Christian Wood,Ricky Rubio,Giannis Antetokounmpo,Montrezl Harrell,285.9
Trae Young,Collin Sexton,Harrison Barnes,Jae'Sean Tate,Nikola Jokic,De'Aaron Fox,D.J. Wilson,Ricky Rubio,285.88
James Harden,Collin Sexton,Eric Gordon,DeMar DeRozan,Nikola Jokic,Ricky Rubio,D.J. Wilson,Greg Monroe,285.86
Ricky Rubio,Davion Mitchell,Terence Davis,D.J. Wilson,Nikola Jokic,,Kevin Durant,Giannis Antetokounmpo,285.85
Patrick Beverley,Collin Sexton,Grayson Allen,D.J. Wilson,Nikola Jokic,Ricky Rubio,Kevin Durant,Rudy Gobert,285.82
Dejounte Murray,D'Angelo Russell,OG Anunoby,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Giannis Antetokounmpo,Onyeka Okongwu,285.81
James Harden,Davion Mitchell,Kevin Durant,D.J. Wilson,Montrezl Harrell,Dejounte Murray,Aaron Gordon,Ricky Rubio,285.8
James Harden,Collin Sexton,LeBron James,D.J. Wilson,Rudy Gobert,Ricky Rubio,Onyeka Okongwu,Jakob Poeltl,285.8
Tyrese Maxey,Will Barton,Kevin Durant,D.J. Wilson,Giannis Antetokounmpo,Ricky Rubio,OG Anunoby,Onyeka Okongwu,285.8
Ricky Rubio,Will Barton,Pat Connaughton,D.J. Wilson,Nikola Jokic,Collin Sexton,Anthony Davis,Rudy Gobert,285.8
James Harden,Anthony Edwards,,D.J. Wilson,Christian Wood,Ricky Rubio,Kevin Durant,Greg Monroe,285.77
Dejounte Murray,D'Angelo Russell,Eric Gordon,D.J. Wilson,Christian Wood,Ricky Rubio,Giannis Antetokounmpo,Collin Sexton,285.77
Luka Doncic,Collin Sexton,Anthony Edwards,Jae'Sean Tate,Nikola Jokic,Monte Morris,D.J. Wilson,Ricky Rubio,285.76
Tyrese Maxey,Collin Sexton,Kevin Durant,D.J. Wilson,Joel Embiid,Ricky Rubio,Onyeka Okongwu,Karl-Anthony Towns,285.76
Luka Doncic,Eric Gordon,,D.J. Wilson,Montrezl Harrell,Ricky Rubio,OG Anunoby,Harrison Barnes,285.74
Ricky Rubio,Tyrese Haliburton,LeBron James,D.J. Wilson,Nikola Jokic,Collin Sexton,Harrison Barnes,Greg Monroe,285.72
Dejounte Murray,Collin Sexton,Grayson Allen,Kevin Durant,Nikola Jokic,Ricky Rubio,Onyeka Okongwu,Montrezl Harrell,285.71
Ricky Rubio,Davion Mitchell,Anthony Edwards,D.J. Wilson,Nikola Jokic,,Pat Connaughton,Montrezl Harrell,285.69
James Harden,Collin Sexton,Garrison Mathews,D.J. Wilson,Andre Drummond,Dejounte Murray,Giannis Antetokounmpo,Ricky Rubio,285.69
Luka Doncic,Collin Sexton,Anthony Edwards,D.J. Wilson,Joel Embiid,Ricky Rubio,Onyeka Okongwu,Christian Wood,285.69
Ricky Rubio,Collin Sexton,LeBron James,D.J. Wilson,Precious Achiuwa,Anthony Edwards,Harrison Barnes,Giannis Antetokounmpo,285.67
Dejounte Murray,Collin Sexton,Aaron Gordon,D.J. Wilson,Joel Embiid,Ricky Rubio,Anthony Davis,Montrezl Harrell,285.61
James Harden,Will Barton,Aaron Gordon,D.J. Wilson,Giannis Antetokounmpo,Ricky Rubio,John Collins,Collin Sexton,285.58
Dejounte Murray,Collin Sexton,Anthony Edwards,D.J. Wilson,Nikola Jokic,Ricky Rubio,Daniel Theis,Christian Wood,285.57
Luka Doncic,Collin Sexton,Grayson Allen,Royce O'Neale,Nikola Jokic,Dejounte Murray,D.J. Wilson,Ricky Rubio,285.56
Luka Doncic,Collin Sexton,Kevin Durant,Darius Bazley,Brook Lopez,James Harden,D.J. Wilson,Ricky Rubio,285.54
Trae Young,Collin Sexton,Grayson Allen,D.J. Wilson,Nikola Jokic,Ricky Rubio,Anthony Davis,Greg Monroe,285.54
Dejounte Murray,Collin Sexton,Anthony Edwards,Jae'Sean Tate,Jakob Poeltl,Ricky Rubio,D.J. Wilson,Giannis Antetokounmpo,285.53
James Harden,D'Angelo Russell,Harrison Barnes,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Giannis Antetokounmpo,Precious Achiuwa,285.51
Trae Young,Collin Sexton,LeBron James,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Anthony Davis,Onyeka Okongwu,285.48
Luka Doncic,Brandon Knight,Kevin Durant,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Giannis Antetokounmpo,Davion Mitchell,285.44
Dejounte Murray,Collin Sexton,Anthony Edwards,D.J. Wilson,Bobby Portis,Tyrese Maxey,Kevin Durant,Ricky Rubio,285.42
Ricky Rubio,Will Barton,LeBron James,Darius Bazley,Christian Wood,,D.J. Wilson,Montrezl Harrell,285.42
Mike Conley,Grayson Allen,,D.J. Wilson,Nikola Jokic,Ricky Rubio,Harrison Barnes,Montrezl Harrell,285.39
James Harden,Tim Hardaway Jr.,,D.J. Wilson,Christian Wood,Ricky Rubio,Kevin Durant,Montrezl Harrell,285.37
Mike Conley,Brandon Knight,Kevin Durant,D.J. Wilson,Giannis Antetokounmpo,Ricky Rubio,Anthony Davis,Collin Sexton,285.34
Ricky Rubio,Brandon Knight,Kevin Durant,D.J. Wilson,Nikola Jokic,Collin Sexton,Aaron Gordon,Karl-Anthony Towns,285.34
James Harden,Will Barton,Eric Gordon,D.J. Wilson,Bobby Portis,Ricky Rubio,Giannis Antetokounmpo,Montrezl Harrell,285.27
Luka Doncic,Gary Trent Jr.,OG Anunoby,D.J. Wilson,Nikola Jokic,Ricky Rubio,Onyeka Okongwu,Montrezl Harrell,285.26
Goran Dragic,Collin Sexton,Eric Gordon,D.J. Wilson,Joel Embiid,Ricky Rubio,Kevin Durant,Giannis Antetokounmpo,285.24
Tyrese Maxey,Collin Sexton,LeBron James,D.J. Wilson,John Collins,Ricky Rubio,Kevin Durant,Harrison Barnes,285.22
Brandon Goodwin,Tim Hardaway Jr.,,D.J. Wilson,Rudy Gobert,Ricky Rubio,Kevin Durant,Montrezl Harrell,285.2
James Harden,D'Angelo Russell,LeBron James,D.J. Wilson,Greg Monroe,Ricky Rubio,OG Anunoby,Collin Sexton,285.22
Ricky Rubio,Collin Sexton,LeBron James,Royce O'Neale,Giannis Antetokounmpo,Terence Davis,D.J. Wilson,Kevin Durant,285.19
Luka Doncic,Anthony Edwards,,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Aaron Gordon,Giannis Antetokounmpo,285.18
James Harden,Will Barton,Anthony Edwards,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Kevin Durant,Pat Connaughton,285.17
James Harden,Tyrese Haliburton,Kevin Durant,D.J. Wilson,Montrezl Harrell,Ricky Rubio,OG Anunoby,Greg Monroe,285.15
Ricky Rubio,Will Barton,Bojan Bogdanovic,D.J. Wilson,Nikola Jokic,,Kevin Durant,Montrezl Harrell,285.12
Patrick Beverley,Eric Gordon,,D.J. Wilson,Christian Wood,Ricky Rubio,Kevin Durant,Montrezl Harrell,285.09
Luka Doncic,Grayson Allen,,D.J. Wilson,Christian Wood,Ricky Rubio,Kevin Durant,Montrezl Harrell,285.03
Trae Young,Collin Sexton,Georges Niang,D.J. Wilson,Nikola Jokic,Goran Dragic,Giannis Antetokounmpo,Ricky Rubio,285.01
James Harden,Collin Sexton,LeBron James,D.J. Wilson,Precious Achiuwa,Ricky Rubio,Kevin Durant,Grayson Allen,285.01
Dejounte Murray,D'Angelo Russell,Harrison Barnes,Darius Bazley,Nikola Jokic,Ricky Rubio,D.J. Wilson,Montrezl Harrell,284.99
Luka Doncic,Collin Sexton,Aaron Gordon,D.J. Wilson,Giannis Antetokounmpo,Brandon Goodwin,Anthony Davis,Ricky Rubio,284.98
Luka Doncic,Collin Sexton,OG Anunoby,D.J. Wilson,Nikola Vucevic,James Harden,Onyeka Okongwu,Ricky Rubio,284.97
Monte Morris,Tim Hardaway Jr.,,D.J. Wilson,Nikola Jokic,Ricky Rubio,Kevin Durant,Montrezl Harrell,284.96
Dejounte Murray,Anthony Edwards,Garrison Mathews,D.J. Wilson,Christian Wood,Ricky Rubio,Kevin Durant,Montrezl Harrell,284.93
Ricky Rubio,D'Angelo Russell,Aaron Gordon,Giannis Antetokounmpo,Nikola Jokic,Collin Sexton,Onyeka Okongwu,Montrezl Harrell,284.87
Luka Doncic,Collin Sexton,Anthony Edwards,D.J. Wilson,Richaun Holmes,Dejounte Murray,OG Anunoby,Ricky Rubio,284.87
James Harden,Collin Sexton,Terence Davis,Darius Bazley,Joel Embiid,Ricky Rubio,D.J. Wilson,Giannis Antetokounmpo,284.86
Tyrese Maxey,Collin Sexton,Kevin Durant,Harrison Barnes,Bobby Portis,Ricky Rubio,Giannis Antetokounmpo,Montrezl Harrell,284.85
Dejounte Murray,Collin Sexton,De'Andre Hunter,D.J. Wilson,Nikola Jokic,Tyrese Maxey,Anthony Davis,Ricky Rubio,284.81
Luka Doncic,Collin Sexton,Kevin Durant,D.J. Wilson,Jusuf Nurkic,Tyrese Maxey,OG Anunoby,Ricky Rubio,284.8
Ricky Rubio,CJ McCollum,Tim Hardaway Jr.,D.J. Wilson,Nikola Jokic,Collin Sexton,Giannis Antetokounmpo,Precious Achiuwa,284.79
Ricky Rubio,Will Barton,Tim Hardaway Jr.,D.J. Wilson,Nikola Jokic,,Harrison Barnes,Giannis Antetokounmpo,284.78
Luka Doncic,Will Barton,OG Anunoby,D.J. Wilson,Montrezl Harrell,James Harden,Aaron Gordon,Ricky Rubio,284.75
De'Aaron Fox,Collin Sexton,Talen Horton-Tucker,D.J. Wilson,Nikola Jokic,Ricky Rubio,Anthony Davis,Christian Wood,284.75
Dejounte Murray,Will Barton,Harrison Barnes,Darius Bazley,Christian Wood,Ricky Rubio,D.J. Wilson,Giannis Antetokounmpo,284.74
Dejounte Murray,Eric Gordon,,Darius Bazley,Giannis Antetokounmpo,Ricky Rubio,D.J. Wilson,Kevin Durant,284.73
Luka Doncic,Will Barton,Kevin Durant,D.J. Wilson,Jakob Poeltl,Ricky Rubio,John Collins,Collin Sexton,284.73
James Harden,Collin Sexton,LeBron James,D.J. Wilson,Nikola Jokic,Ricky Rubio,Stanley Johnson,Cameron Oliver,284.72
James Harden,Collin Sexton,Lonnie Walker IV,D.J. Wilson,Precious Achiuwa,Trae Young,Giannis Antetokounmpo,Ricky Rubio,284.72
Ricky Rubio,Davion Mitchell,Bojan Bogdanovic,D.J. Wilson,Karl-Anthony Towns,Collin Sexton,Kevin Durant,Giannis Antetokounmpo,284.72
Russell Westbrook,Collin Sexton,Eric Gordon,D.J. Wilson,Montrezl Harrell,Ricky Rubio,Giannis Antetokounmpo,Anthony Davis,284.72
De'Aaron Fox,Collin Sexton,Kevin Durant,D.J. Wilson,Bobby Portis,Ricky Rubio,OG Anunoby,Anthony Davis,284.71
Trae Young,Collin Sexton,Kevin Durant,Darius Bazley,Joel Embiid,Ricky Rubio,D.J. Wilson,Greg Monroe,284.7
Brandon Goodwin,Collin Sexton,LeBron James,D.J. Wilson,Rudy Gobert,Ricky Rubio,Giannis Antetokounmpo,Richaun Holmes,284.67
James Harden,Will Barton,Harrison Barnes,D.J. Wilson,Rudy Gobert,Dejounte Murray,Onyeka Okongwu,Ricky Rubio,284.65
Dejounte Murray,Collin Sexton,LeBron James,D.J. Wilson,Nikola Jokic,Goran Dragic,Pat Connaughton,Ricky Rubio,284.64
Brandon Goodwin,Davion Mitchell,Kevin Durant,D.J. Wilson,Nikola Jokic,Ricky Rubio,Anthony Davis,Montrezl Harrell,284.64
Trae Young,Collin Sexton,Pat Connaughton,Kristaps Porzingis,Nikola Jokic,Ricky Rubio,D.J. Wilson,Montrezl Harrell,284.64
James Harden,Collin Sexton,De'Andre Hunter,D.J. Wilson,Nikola Jokic,Ricky Rubio,John Collins,Christian Wood,284.58
Luka Doncic,Anthony Edwards,,Darius Bazley,Montrezl Harrell,James Harden,D.J. Wilson,Ricky Rubio,284.56
Ricky Rubio,Davion Mitchell,Harrison Barnes,D.J. Wilson,Nikola Jokic,Collin Sexton,Anthony Davis,Karl-Anthony Towns,284.56
Trae Young,Anthony Edwards,,D.J. Wilson,Nikola Jokic,Ricky Rubio,Harrison Barnes,Greg Monroe,284.54
Luka Doncic,Will Barton,Devin Vassell,Tobias Harris,Nikola Jokic,Ricky Rubio,D.J. Wilson,Collin Sexton,284.48
Lonzo Ball,Collin Sexton,Kevin Durant,D.J. Wilson,Joel Embiid,Ricky Rubio,OG Anunoby,Montrezl Harrell,284.46
Dejounte Murray,Gary Trent Jr.,Harrison Barnes,D.J. Wilson,Nikola Jokic,Ricky Rubio,Onyeka Okongwu,Christian Wood,284.45
De'Aaron Fox,Will Barton,LeBron James,Darius Bazley,Giannis Antetokounmpo,Ricky Rubio,D.J. Wilson,Collin Sexton,284.43
Monte Morris,Collin Sexton,LeBron James,D.J. Wilson,Nikola Jokic,Ricky Rubio,OG Anunoby,Richaun Holmes,284.43
Dejounte Murray,Anthony Edwards,,D.J. Wilson,Onyeka Okongwu,Ricky Rubio,Kevin Durant,OG Anunoby,284.42
Ricky Rubio,Collin Sexton,LeBron James,D.J. Wilson,Bobby Portis,,OG Anunoby,Pat Connaughton,284.42
James Harden,Collin Sexton,OG Anunoby,D.J. Wilson,Jakob Poeltl,Dejounte Murray,John Collins,Ricky Rubio,284.41
De'Aaron Fox,Brandon Knight,Tim Hardaway Jr.,D.J. Wilson,Nikola Jokic,Ricky Rubio,Giannis Antetokounmpo,Montrezl Harrell,284.39
Luka Doncic,Collin Sexton,Harrison Barnes,Kristaps Porzingis,Nikola Jokic,Ricky Rubio,D.J. Wilson,Cameron Oliver,284.39
Luka Doncic,Collin Sexton,Tim Hardaway Jr.,D.J. Wilson,Anthony Davis,Monte Morris,Kevin Durant,Ricky Rubio,284.38
Mike Conley,Collin Sexton,Kevin Durant,Keldon Johnson,Nikola Jokic,Ricky Rubio,D.J. Wilson,Bobby Portis,284.35
Dejounte Murray,Bojan Bogdanovic,,D.J. Wilson,Christian Wood,Ricky Rubio,Aaron Gordon,Montrezl Harrell,284.34
